isbn13,authors,original_publication_year,title,language_code,average_rating,cover_type,pages
9780765354950.0,Douglas Preston   Lincoln Child,1997.0,Reliquary (Pendergast   #2),en-US,4.0,1,1279
9780450042680.0,Stephen King   John D. MacDonald,1978.0,Night Shift,en-GB,3.96,1,810
9780553381700.0,George R.R. Martin,1998.0,A Clash of Kings  (A Song of Ice and Fire   #2),eng,4.4,1,762
9780553587690.0,Lisa Gardner,1997.0,The Perfect Husband (Quincy & Rainie   #1),eng,4.01,0,685
9780399256190.0,John Flanagan,2011.0,The Lost Stories (Ranger's Apprentice   #11),eng,4.27,1,555
9780140097310.0,Paul Auster,1985.0,City of Glass (The New York Trilogy   #1),eng,3.81,1,1249
9781406501070.0,Louisa May Alcott,1886.0,Jo's Boys (Little Women   #3),eng,3.8,1,1339
9781416516930.0,Stephen King   Bernie Wrightson,2003.0,Wolves of the Calla (The Dark Tower   #5),eng,4.17,0,1097
9781301345670.0,Madeline Sheehan,2013.0,Unbeautifully (Undeniable   #2),eng,4.38,1,1292
9780060935760.0,Bernard Cornwell,2000.0,The Archer's Tale (The Grail Quest   #1),eng,4.12,0,631
9780741444560.0,Larry Correia,2009.0,Monster Hunter International (Monster Hunter International   #1),eng,4.04,0,635
9780451419930.0,Susan Meissner,2015.0,Secrets of a Charmed Life,eng,4.17,0,1347
9780806501900.0,Kahlil Gibran   Anthony R. Ferris,1912.0,The Broken Wings,eng,3.93,0,634
9781595143210.0,Richelle Mead,2014.0,Silver Shadows (Bloodlines   #5),en-US,4.37,1,1045
9780152002660.0,Ellen Stoll Walsh,1989.0,Mouse Paint,eng,4.15,0,863
9780061214680.0,Melissa Marr,2008.0,Ink Exchange (Wicked Lovely   #2),eng,3.68,1,1386
9782253147700.0,Stephen King   Marie Milpois,1983.0,Christine,fre,3.72,1,664
9780679889180.0,Tamora Pierce,1999.0,First Test (Protector of the Small   #1),eng,4.24,1,1488
9781594202440.0,Deborah Blum,2010.0,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,en-US,4.0,1,1271
9780060268660.0,Gene Zion   Margaret Bloy Graham,1956.0,Harry the Dirty Dog,en-US,4.17,0,862
9780609610570.0,Larry Bossidy   Ram Charan   Charles Burck,2009.0,Execution: The Discipline of Getting Things Done,en-US,3.83,0,912
9780099436930.0,Irvine Welsh,2001.0,Glue,eng,3.84,1,855
9780440242920.0,Karin Slaughter,2005.0,Faithless (Grant County   #5),en-US,4.11,1,1231
9780671704650.0,Clive Cussler,1988.0,Treasure (Dirk Pitt   #9),en-US,3.92,0,1349
9780062286920.0,Sara Raasch,2014.0,Snow Like Ashes (Snow Like Ashes   #1),eng,3.98,0,1356
9781573227890.0,Sarah Waters,1998.0,Tipping the Velvet,eng,4.0,0,1448
9780375760390.0,James A. Michener,1965.0,The Source,eng,4.3,1,926
9780521657300.0,Immanuel Kant   Paul Guyer   Allen W. Wood,1781.0,Critique of Pure Reason,eng,3.92,0,1199
9781573226520.0,Alex Garland,1996.0,The Beach,eng,3.91,0,779
9780141325030.0,Charlie Higson,2009.0,The Enemy (The Enemy   #1),eng,4.08,0,715
9780349119760.0,David Sedaris,1998.0,SantaLand Diaries,en-US,4.33,1,700
9781400063840.0,John Irving,2009.0,Last Night in Twisted River,eng,3.74,0,1439
9781401229700.0,Fábio Moon   Gabriel Bá   Craig Thompson   Dave Stewart   Sean Konot,2011.0,Daytripper,eng,4.31,0,732
9780345441780.0,Michael Patrick MacDonald,1999.0,All Souls: A Family Story from Southie,eng,4.07,0,1442
9780778319340.0,Phaedra Patrick,2016.0,The Curious Charms of Arthur Pepper,eng,3.91,0,777
9780515124220.0,Nora Roberts,1998.0,Inner Harbor (Chesapeake Bay Saga   #3),eng,4.16,0,604
9780671011370.0,Kathy Reichs,1997.0,Déjà Dead (Temperance Brennan   #1),eng,3.86,0,1367
9780440208140.0,Madeleine L'Engle,1989.0,An Acceptable Time (A Wrinkle in Time Quintet   #5),eng,3.86,0,1127
9780007113800.0,Agatha Christie,1936.0,Murder in Mesopotamia (Hercule Poirot   #14),eng,3.86,0,995
9780373210700.0,Julie Kagawa,2013.0,The Eternity Cure (Blood of Eden   #2),eng,4.26,0,861
9780307931900.0,David Levithan,2013.0,Two Boys Kissing,eng,4.11,1,709
9780060519130.0,Mary Kay Andrews,2002.0,Savannah Blues (Weezie and Bebe Mysteries   #1),en-US,3.97,1,650
9780553805550.0,Linwood Barclay,2007.0,No Time for Goodbye (No Time For Goodbye #1),eng,4.0,1,1120
9780062060560.0,S.J. Watson,2011.0,Before I Go to Sleep,en-CA,3.87,0,993
9780991140220.0,Kim Holden,2014.0,Bright Side (Bright Side   #1),eng,4.42,1,973
9781608463860.0,Rebecca Solnit,2014.0,Men Explain Things to Me,eng,3.93,1,1076
9780547386070.0,Jonah Lehrer,2012.0,Imagine: How Creativity Works,eng,3.75,1,934
9780064400590.0,Jean Craighead George   John Schoenherr,1972.0,Julie of the Wolves (Julie of the Wolves   #1),eng,3.79,1,893
9780451233190.0,Rachel Caine,2011.0,Bite Club (The Morganville Vampires   #10),eng,4.23,1,691
9780140233130.0,Carol Shields,1993.0,The Stone Diaries,eng,3.84,0,1223
9780312954470.0,Wilbur Smith,1993.0,River God (Ancient Egypt   #1),eng,4.2,0,1147
9780743235270.0,Twyla Tharp,2003.0,The Creative Habit: Learn It and Use It for Life,eng,4.0,1,793
9781416980060.0,Rachel Renée Russell,2009.0,Tales from a Not-So-Fabulous Life (Dork Diaries   #1),eng,4.16,1,1290
9780316211260.0,James Patterson   Marshall Karp,2014.0,NYPD Red 2 (NYPD Red   #2),eng,4.07,0,603
9780060735420.0,Christopher Moore,1995.0,Bloodsucking Fiends (A Love Story   #1),eng,3.93,1,1002
9781594744550.0,Steve Hockensmith   Jane Austen   Patrick Arrasmith,2007.0,Dawn of the Dreadfuls (Pride and Prejudice and Zombies   #0.5),eng,3.47,0,948
9780452282830.0,Joyce Carol Oates,1996.0,We Were the Mulvaneys,eng,3.7,0,547
9780778322600.0,Debbie Macomber,2002.0,204 Rosewood Lane (Cedar Cove   #2),eng,4.15,1,1356
9780307272590.0,Carl Hiaasen,2013.0,Bad Monkey,eng,3.66,1,651
9780060765250.0,James Rollins,2005.0,Map of Bones (Sigma Force   #2),eng,4.06,0,1091
9780061053720.0,Clive Barker,1991.0,Imajica,eng,4.16,1,1133
9780857520200.0,S.J. Watson,2015.0,Second Life,eng,3.24,1,1299
9780786838190.0,E. Lockhart,2008.0,The Disreputable History of Frankie Landau-Banks,en-US,3.82,0,562
9780399157680.0,John Sandford,2012.0,Stolen Prey (Lucas Davenport   #22),eng,4.17,0,678
9780425213380.0,Patricia Cornwell,1996.0,Cause of Death (Kay Scarpetta   #7),en-US,3.93,0,1055
9780140157550.0,Gabriel García Márquez   Randolph Hogan,1970.0,The Story of a Shipwrecked Sailor,eng,3.73,0,507
9780553383800.0,Isabel Allende   Magda Bogin,1982.0,The House of the Spirits,en-US,4.2,0,1459
9780060288140.0,Louise Rennison,1999.0,Angus   Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson   #1),eng,3.74,1,939
9780393322580.0,Betty Friedan   Anna Quindlen,1963.0,The Feminine Mystique,eng,3.85,1,934
9780452283860.0,Toni Morrison,1973.0,Sula,en-US,3.86,1,556
9781627790730.0,Glenn Greenwald,2014.0,No Place to Hide: Edward Snowden   the NSA   and the U.S. Surveillance State,eng,4.08,1,1299
9780142000280.0,David    Allen,2001.0,Getting Things Done: The Art of Stress-Free Productivity,en-GB,3.98,0,1324
9780451822190.0,Stephen King   Bernie Wrightson,1983.0,Cycle of the Werewolf,eng,3.62,1,619
9780679723690.0,Raymond Carver,1983.0,Cathedral,eng,4.3,1,739
9781423134500.0,Melissa de la Cruz,2010.0,Bloody Valentine (Blue Bloods   #5.5),en-US,3.98,0,1461
9780060735460.0,Christopher Moore,1999.0,The Lust Lizard of Melancholy Cove (Pine Cove   #2),en-US,3.85,1,1413
9780375703060.0,Kaye Gibbons,1987.0,Ellen Foster,eng,3.75,1,1324
9780061431620.0,Joanne Harris,2007.0,The Girl with No Shadow (Chocolat   #2),en-US,3.8,1,1269
9780805098240.0,Billy Crystal,2013.0,Still Foolin' 'Em: Where I've Been   Where I'm Going   and Where the Hell Are My Keys,eng,3.89,1,1052
9780964729230.0,William Paul Young,2007.0,The Shack,eng,3.74,1,1310
9780525953490.0,Harlan Coben,2013.0,Six Years,eng,3.8,1,905
9780767928880.0,David Lebovitz,2009.0,The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious - and Perplexing - City,eng,3.85,0,1253
9780765321530.0,Jo Walton,2011.0,Among Others,eng,3.68,0,1202
9781416978930.0,Jessica Verday,2009.0,The Hollow (The Hollow   #1),eng,3.75,0,1127
9781594744760.0,Ransom Riggs,2011.0,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children   #1),en-US,3.89,0,1409
9780679749840.0,Ian McEwan,1981.0,The Comfort of Strangers,eng,3.44,0,850
9780765342410.0,Orson Scott Card,1998.0,Ender's Shadow (Ender's Shadow   #1),eng,4.3,1,1421
9781885167770.0,Gary Keller   Jay Papasan,2012.0,The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,eng,4.17,0,976
9780061692050.0,Richard Ford,2012.0,Canada,eng,3.49,1,782
9780140248920.0,Mario Vargas Llosa   Helen R. Lane,1977.0,Aunt Julia and the Scriptwriter,eng,3.9,0,951
9781400033880.0,Orhan Pamuk,2003.0,Istanbul: Memories and the City,eng,3.77,1,824
9780571207760.0,Mario Vargas Llosa   Edith Grossman,2000.0,The Feast of the Goat,eng,4.22,0,1373
9780684803870.0,Josephine Tey,1951.0,The Daughter of Time (Inspector Alan Grant   #5),en-US,3.95,1,850
9780060525120.0,Meg Cabot,2005.0,Size 12 Is Not Fat (Heather Wells   #1),en-US,3.75,1,1346
9780316176040.0,Sarah Blakley-Cartwright   David Leslie Johnson   Catherine Hardwicke,2011.0,Red Riding Hood,en-US,3.51,1,1090
9781451629190.0,Jaycee Dugard,2011.0,A Stolen Life,en-US,3.89,0,1260
9780752224410.0,Michael Crichton,1995.0,The Lost World (Jurassic Park   #2),eng,3.72,1,1107
9780743270410.0,Vince Flynn,2007.0,Protect and Defend (Mitch Rapp   #10),en-US,4.34,0,1156
9780375836890.0,Jennifer L. Holm,2010.0,Turtle in Paradise,en-US,3.93,1,1178
9780786226740.0,John Irving,1985.0,The Cider House Rules,eng,4.1,0,547
9780425185510.0,Jodi Picoult,1995.0,Picture Perfect,en-GB,3.52,0,1244
9780062336380.0,Kasie West,2015.0,The Fill-In Boyfriend,eng,3.92,1,1305
9781590388980.0,Brandon Mull,2008.0,Grip of the Shadow Plague (Fablehaven   #3),eng,4.26,0,1495
9780345471180.0,Kristin Hannah,1999.0,On Mystic Lake,eng,3.95,1,841
9782020418780.0,Thomas Pynchon,1963.0,V.,fre,3.97,0,638
9780143036940.0,John Berendt,2005.0,The City of Falling Angels,eng,3.52,1,979
9780804178430.0,Joe Abercrombie,2015.0,Half the World (Shattered Sea   #2),eng,4.2,1,1391
9780753819490.0,Alice Walker,1989.0,The Temple of My Familiar,eng,4.05,1,866
9780441009430.0,Alastair Reynolds,2000.0,Revelation Space,eng,3.97,1,722
9781612629410.0,Hajime Isayama   Hikaru Suruga   Gan Sunaaku,2014.0,Attack on Titan: No Regrets   Volume 01,eng,4.52,1,522
9780698113570.0,Claire Huchet Bishop   Kurt Wiese,1938.0,The Five Chinese Brothers,eng,4.18,1,823
9780451205770.0,Mario Puzo   Robert Thompson   Peter Bart,1969.0,The Godfather,eng,4.36,0,1264
9780385741770.0,Lauren Morrill,2012.0,Meant to Be,eng,3.72,0,1068
9780425119850.0,Brian Coffey   Dean Koontz,1977.0,The Face of Fear,eng,3.8,0,1357
9780553213290.0,James Fenimore Cooper,1826.0,The Last of the Mohicans (The Leatherstocking Tales #2),eng,3.69,1,1195
9781563893120.0,Garth Ennis   Steve Dillon,1997.0,Preacher   Volume 2: Until the End of the World,eng,4.28,0,559
9780735814870.0,Loek Koopmans   Charles Perrault   Anthea Bell,1812.0,Cinderella,eng,4.22,1,1386
9780340911720.0,Robert Muchamore,2007.0,Mad Dogs (Cherub   #8),eng,4.25,0,600
9780804111100.0,Amy Tan,1995.0,The Hundred Secret Senses,en-US,3.98,1,1339
9781401307780.0,Jon Kabat-Zinn,1994.0,Wherever You Go   There You Are: Mindfulness Meditation in Everyday Life,en-US,4.11,1,983
9780375424140.0,Craig Thompson,2011.0,Habibi,eng,4.04,1,725
9780385720250.0,Sylvia Plath   Karen V. Kukil,1982.0,The Unabridged Journals of Sylvia Plath,eng,4.29,1,517
9781423163010.0,Rick Riordan   Haley Riordan,2012.0,The Demigod Diaries,eng,4.19,1,843
9780312351620.0,Lisa Kleypas,2007.0,Sugar Daddy (Travises   #1),en-US,4.0,0,1496
9780307956350.0,Chris Pavone,2012.0,The Expats,eng,3.42,1,805
9780099453450.0,Stephen Hunter,1993.0,Point of Impact (Bob Lee Swagger   #1),eng,4.26,1,1343
9780062114620.0,Jodi Lynn Anderson,2012.0,Tiger Lily,eng,3.98,1,817
9780785213060.0,Donald Miller,2009.0,A Million Miles in a Thousand Years: What I Learned While Editing My Life,en-US,4.18,1,1352
9780152045660.0,Patricia C. Wrede   Peter de Sève,1990.0,Dealing with Dragons (Enchanted Forest Chronicles   #1),en-US,4.14,1,853
9780142408650.0,Eva Ibbotson,1981.0,A Countess Below Stairs,en-US,3.88,0,1428
9781451645830.0,William Kent Krueger,2013.0,Ordinary Grace,eng,4.14,1,1439
9780802135220.0,Jeanette Winterson,1987.0,The Passion,eng,4.12,0,1422
9780446545240.0,James Patterson,2011.0,Angel (Maximum Ride   #7),en-US,4.02,0,568
9781250034490.0,Jeffrey Archer,2014.0,Be Careful What You Wish For (The Clifton Chronicles   #4),eng,4.04,0,1098
9781582701710.0,Rhonda Byrne,2006.0,The Secret (The Secret   #1),eng,3.62,1,1437
9780385535590.0,Kate Alcott,2012.0,The Dressmaker,eng,3.44,1,538
9781593080300.0,Franz Kafka   Jason Baker   Donna Freed,1915.0,The Metamorphosis and Other Stories,eng,4.01,1,830
9781400067700.0,Elizabeth Strout   Goran Skrobonja,2016.0,My Name Is Lucy Barton,eng,3.51,1,1310
9780446573050.0,David Baldacci,2012.0,The Forgotten (John Puller   #2),eng,4.07,0,1329
9780976401100.0,Ben Avery   Mike S. Miller   George R.R. Martin,1998.0,The Hedge Knight (The Hedge Knight Graphic Novels   #1),eng,4.11,1,1297
9780805017230.0,George C. Perry   Clive Barda   Jane Rice   Andrew Lloyd Webber,1987.0,The Complete Phantom of the Opera,eng,4.29,1,899
9781770460610.0,Kate Beaton,2011.0,Hark! A Vagrant,eng,4.27,1,702
9781555977080.0,Maggie Nelson,2015.0,The Argonauts,eng,3.99,1,768
9781501106410.0,Anna Todd,2015.0,After Ever Happy (After   #4),en-US,4.08,1,1273
9781451695200.0,Eben Alexander,2012.0,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,en-US,3.68,1,685
9780765316980.0,John Scalzi,2008.0,Zoe's Tale (Old Man's War   #4),eng,3.73,0,950
9780505525540.0,Lynsay Sands,2004.0,Love Bites (Argeneau #2),eng,4.12,0,1115
9780061231420.0,James Rollins,2009.0,Altar of Eden,en-US,4.01,1,908
9780061735070.0,Meg Cabot,2010.0,Insatiable (Insatiable   #1),eng,3.44,0,601
9780140424390.0,Geoffrey Chaucer   Nevill Coghill,1390.0,The Canterbury Tales,eng,3.48,1,1327
9780061726840.0,Lauren Oliver,2011.0,Delirium (Delirium   #1),eng,3.99,1,1245
9781608866880.0,Noelle Stevenson   Grace Ellis   Shannon Waters   Shannon Watters   Brooke A. Allen   Faith Hicks   Kat Leyh   Brooke Allen   Carolyn Nowak   Various   Carey Pietsch,2015.0,Lumberjanes   Vol. 1: Beware the Kitten Holy,eng,3.94,0,1083
9780062217130.0,Robyn Schneider,2013.0,The Beginning of Everything,eng,3.78,0,566
9780374105240.0,Ishmael Beah,2007.0,A Long Way Gone: Memoirs of a Boy Soldier,en-US,4.14,1,1411
9780307265430.0,Cormac McCarthy,2006.0,The Road,eng,3.95,0,569
9780394800520.0,P.D. Eastman,1968.0,The Best Nest,en-US,4.19,1,1449
9781416960590.0,Elizabeth Scott,2008.0,Living Dead Girl,en-US,3.83,1,819
9780195168950.0,James M. McPherson,1988.0,Battle Cry of Freedom,eng,4.32,0,743
9780345539850.0,Pierce Brown,2016.0,Morning Star (Red Rising   #3),eng,4.5,1,887
9781569319020.0,Eiichirō Oda   Andy Nakatani,1997.0,One Piece   Volume 01: Romance Dawn (One Piece   #1),eng,4.42,1,1436
9781476271420.0,K.A. Linde,2012.0,Avoiding Commitment (Avoiding   #1),eng,3.85,1,830
9781101874080.0,Paulo Coelho,2014.0,Adultery,eng,3.01,0,573
9781405092720.0,C.J. Sansom,2008.0,Revelation (Matthew Shardlake   #4),eng,4.32,0,715
9781595620160.0,Tom Rath,2007.0,Strengths Finder 2.0,en-US,3.92,0,1087
9780679722760.0,James Joyce,1922.0,Ulysses,eng,3.74,0,541
9780452284240.0,George Orwell,1945.0,Animal Farm,eng,3.87,1,1306
9780140259440.0,Jane Austen,1813.0,The Complete Novels,eng,4.55,1,1007
9780553378500.0,David James Duncan,1992.0,The Brothers K,eng,4.39,0,866
9780895941220.0,Audre Lorde,1982.0,Zami: A New Spelling of My Name,eng,4.2,1,853
9780451037700.0,James D. Watson,1968.0,The Double Helix,eng,3.87,0,1497
9780064440200.0,Arnold Lobel,1970.0,Frog and Toad Are Friends (Frog and Toad   #1),eng,4.18,0,1455
9780385517840.0,John Grisham,2009.0,The Associate,en-US,3.64,0,781
9781741661290.0,John Flanagan,2006.0,The Sorcerer in the North (Ranger's Apprentice   #5),eng,4.25,0,1126
9780310321910.0,Ann Voskamp,2011.0,One Thousand Gifts: A Dare to Live Fully Right Where You Are,eng,4.03,0,704
9780786856860.0,Rick Riordan,2006.0,The Sea of Monsters (Percy Jackson and the Olympians   #2),eng,4.23,1,613
9780440222650.0,Nicholas Evans,1995.0,The Horse Whisperer,en-US,3.77,0,1330
9780684855640.0,Jeffery Deaver,2000.0,The Empty Chair (Lincoln Rhyme   #3),en-US,4.06,1,1385
9781843432170.0,Jo Nesbø   Don Bartlett,2000.0,The Redbreast (Harry Hole   #3),eng,3.94,0,519
9780345460070.0,Steve Berry,2004.0,The Romanov Prophecy,eng,3.9,1,1146
9780399153940.0,Frederick Forsyth,2006.0,The Afghan,eng,3.64,0,585
9780749932980.0,Nora Roberts,2002.0,Face the Fire (Three Sisters Island   #3),eng,4.15,1,1083
9780006479760.0,Tom Clancy,1996.0,Executive Orders (Jack Ryan Universe   #9),eng,4.04,1,718
9780425178580.0,J.D. Robb   Nora Roberts,2001.0,Betrayal in Death (In Death   #12),eng,4.31,1,1497
9782841873910.0,Douglas Preston   Lincoln Child,2000.0,The Ice Limit (Ice Limit #1),fre,3.97,1,814
9781451655780.0,Lucinda Riley,2010.0,The Orchid House,en-US,3.8,0,1495
9780727853420.0,Anne Rampling   Anne Rice,1985.0,Exit to Eden,eng,3.55,1,789
9781442409100.0,Lauren DeStefano,2013.0,Sever (The Chemical Garden   #3),eng,3.8,0,1149
9781590302260.0,Sun Tzu   Thomas Cleary,-500.0,The Art of War,eng,3.95,1,745
9780143038410.0,Elizabeth Gilbert,2006.0,Eat   Pray   Love,eng,3.51,0,611
9780739329180.0,Steve Berry   Scott Brick,2009.0,The Paris Vendetta (Cotton Malone   #5),en-US,3.9,1,1228
9780451160320.0,Hannah  Green   Joanne Greenberg,1964.0,I Never Promised You a Rose Garden,eng,3.85,0,1410
9780385735340.0,Michael Scott,2011.0,The Warlock (The Secrets of the Immortal Nicholas Flamel   #5),eng,4.17,0,1289
9780679731150.0,Peter Mayle,1989.0,A Year in Provence,eng,3.94,0,1319
9780743454510.0,Jodi Picoult,2003.0,Second Glance,en-US,3.79,0,575
9780345403960.0,David Eddings   Leigh Eddings,1995.0,Belgarath the Sorcerer,en-US,4.07,1,1168
9780670060290.0,Susane Colasanti,2006.0,When It Happens,en-US,3.74,1,864
9780312421430.0,Naomi Klein,1999.0,No Logo,en-US,3.86,0,1128
9780380811080.0,Lisa Kleypas,2004.0,Again the Magic (Wallflowers   #0),eng,4.05,1,1282
9781400079490.0,Philip Roth,2004.0,The Plot Against America,eng,3.71,1,689
9780060085490.0,Aldous Huxley,1962.0,Island,eng,3.87,1,1441
9780670026470.0,Charlie Lovett,2013.0,The Bookman’s Tale,eng,3.74,0,560
9780439682590.0,J.K. Rowling   Mary GrandPré,2003.0,Harry Potter Boxed Set   Books 1-5 (Harry Potter   #1-5),eng,4.77,1,1292
9780553381640.0,Jean M. Auel,1985.0,The Mammoth Hunters (Earth's Children   #3),en-US,3.88,0,657
9780810970690.0,Jeff Kinney,2009.0,The Last Straw (Diary of a Wimpy Kid   #3),eng,4.11,0,1164
9780307957240.0,Karen Russell,2013.0,Vampires in the Lemon Grove,eng,3.67,1,994
9780786286800.0,Nora Roberts,2006.0,Valley of Silence (Circle Trilogy   #3),en-GB,4.2,1,910
9780312642970.0,Marissa Meyer,2013.0,Scarlet (The Lunar Chronicles   #2),eng,4.3,0,687
9780385528770.0,Margaret Atwood,2009.0,The Year of the Flood  (MaddAddam   #2),eng,4.05,1,1429
9781416985790.0,Janne Teller   Martin Aitken,2000.0,Nothing,eng,3.76,1,753
9780688172370.0,Waris Dirie   Cathleen Miller,1998.0,Desert Flower,eng,4.09,0,1451
9780349116660.0,Alexander McCall Smith,2000.0,Tears of the Giraffe (No. 1 Ladies' Detective Agency   #2),en-GB,3.95,1,1060
9780006498860.0,Robin Hobb,1999.0,The Mad Ship (Liveship Traders   #2),en-GB,4.21,1,1025
9780425267040.0,Maya Banks,2013.0,Rush (Breathless   #1),eng,3.97,0,806
9780440498060.0,Madeleine L'Engle,1962.0,A Wrinkle in Time (A Wrinkle in Time Quintet   #1),en-US,4.04,0,1478
9782839906170.0,Alexander Osterwalder   Yves Pigneur,2010.0,Business Model Generation,eng,4.16,0,1488
9781904442490.0,Cornelia Funke,1997.0,Dragon Rider (Dragon Rider   #1),eng,3.94,0,1354
9780312966100.0,Janet Evanovich,1997.0,Three to Get Deadly (Stephanie Plum   #3),en-US,4.14,0,1465
9780142401420.0,Brian Jacques,1995.0,Outcast of Redwall (Redwall   #8),en-US,3.9,1,1418
9780395389490.0,Chris Van Allsburg,1985.0,The Polar Express,en-US,4.29,1,1274
9781401202020.0,Brian K. Vaughan   Pia Guerra   José Marzán Jr.   Paul Chadwick,2004.0,Y: The Last Man   Vol. 3: One Small Step (Y: The Last Man   #3),eng,4.22,0,1116
9780679743620.0,Willa Cather,1913.0,O Pioneers!,eng,3.84,1,1283
9780316216820.0,Lauren Beukes,2014.0,Broken Monsters,eng,3.59,0,1183
9780751529810.0,Mitch Albom   Saulius Dagys,1997.0,Tuesdays with Morrie,eng,4.06,0,964
9781616203210.0,Gabrielle Zevin,2014.0,The Storied Life of A.J. Fikry,eng,3.98,1,971
9780399167840.0,Marie Lu,2014.0,The Young Elites (The Young Elites   #1),eng,3.93,1,1042
9780062094740.0,Michael Crichton   Richard   Preston,2011.0,Micro,eng,3.38,0,1456
9780141023430.0,Paul Bowles,1949.0,The Sheltering Sky,eng,3.92,0,793
9780451528520.0,H.G. Wells,1897.0,The Invisible Man,eng,3.62,1,615
9780679886330.0,Stan Berenstain   Jan Berenstain,1968.0,Inside   Outside   Upside Down (Berenstain Bears Bright and Early Board Book),eng,4.13,0,691
